Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
need_for_reoperation_due_t,surgical_complications,,yesno,Need for reoperation due to POPF,,,,,,,,,,,,,
death_due_to_popf,surgical_complications,,yesno,Death due to POPF,,,,,,,[postoperative_pancreatic_f] = '1',,,,,,
intra_abdominal_abscess,surgical_complications,,yesno,Intra-abdominal abscess,,,,,,,,,,,,,
bleeding,surgical_complications,,yesno,Bleeding ,,,,,,,,y,,,,,
source_of_bleeding,surgical_complications,,text,Source of bleeding ,,,,,,,[bleeding] = '1',,,,,,
time_of_bleeding_pod,surgical_complications,,text,Time of bleeding (POD?),,,,,,,[bleeding] = '1',,,,,,
treatment_of_bleeding,surgical_complications,,notes,Treatment of bleeding ,,,,,,,[bleeding] = '1',,,,,,
wound_complications,surgical_complications,,yesno,Wound complications,,,,,,,,,,,,,
sepsis_or_abscess_formatio,surgical_complications,,yesno,Sepsis ,,,,,,,,,,,,,
chyle_leak,surgical_complications,,yesno,Chyle leak ,,,,,,,,,,,,,
small_bowel_obstruction,surgical_complications,,yesno,Small bowel obstruction ,,,,,,,,,,,,,
bile_leakage,surgical_complications,,yesno,Bile leakage ,,,,,,,,,,,,,
duodeno_or_gastrojejunosto,surgical_complications,,yesno,Duodeno or Gastrojejunostomy leak,,,,,,,,,,,,,
enterocutaneous_fistual,surgical_complications,,yesno,Enterocutaneous fistula ,,,,,,,,,,,,,
mesenteric_venous_thrombos,surgical_complications,,yesno,Mesenteric Venous Thrombosis ,,,,,,,,,,,,,
urinary_tract_infection,surgical_complications,,yesno,Urinary tract infection ,,,,,,,,,,,,,
clostridium_difficile_coli,surgical_complications,,yesno,Clostridium Difficile Colitis ,,,,,,,,,,,,,
dvt_pe,surgical_complications,,yesno,DVT/ PE,,,,,,,,,,,,,
respiratory_complication_p,surgical_complications,,yesno,"Respiratory complication (Pneumonia, etc)",,,,,,,,,,,,,
renal_failure,surgical_complications,,yesno,Renal failure,,,,,,,,,,,,,
cardiac_event,surgical_complications,,yesno,Cardiac event ,,,,,,,,,,,,,
cerebral_vascular_event,surgical_complications,,yesno,Cerebral vascular event ,,,,,,,,,,,,,
complications_unknown,surgical_complications,,yesno,Complications Unknown ,,,,,,,,y,,,,,
other_compliations,surgical_complications,,yesno,Other compliations,,,,,,,,,,,,,
other_complications,surgical_complications,,notes,Other complications,,,,,,,[other_compliations] = '1',,,,,,
any_invasive_drain_or_angi,surgical_complications,,yesno,Any invasive drain or angio by CVDL ,,,,,,,,,,,,,
need_for_reoperation,surgical_complications,,yesno,Need for reoperation ,,,,,,,,,,,,,
number_of_repeat_surgeries,surgical_complications,,text,Number of repeat surgeries ,,,,,,,,,,,,,
non_invasive_support,surgical_complications,,yesno,Non invasive support ,,,,,,,,,,,,,
other_interventions,surgical_complications,,yesno,Other interventions,,,,,,,,,,,,,
other_interventions_specif,surgical_complications,,notes,"Other interventions, specify",,,,,,,[other_interventions] = '1',,,,,,
postoperative_death,surgical_complications,,yesno,Postoperative death ,,,,,,,,,,,,,
clavien_dindo_classificati,surgical_complications,,dropdown,Clavien Dindo classification of complication,"1, Unknown | 2, No complications | 3, Grade I | 4, Grade II | 5, Grade IIIa | 6, Grabe IIIb | 7, Grade IVa | 8, Grade IVb | 9, Grade V","Grade I: Any deviation from the normal postoperative course without the need for pharmacological treatment or surgical, endoscopic and radiological interventions. Allowed therapeutic regimens are: drugs as antiemetics, antipyretics, analgetics, diuretics and electrolytes and physiotherapy. This grade also includes wound infections opened at the bedside.        Grade II: Requiring pharmacological treatment with drugs other than such allowed for grade I complications. Blood transfusions and total parenteral nutrition are also included.      Grade III: Requiring surgical, endoscopic or radiological intervention     Grade IIIa: intervention not under general anesthesia     Grade IIIb: Under general anesthesia       Grade IV: Life-threatening complication (including CNS complications)?equiring IC/ICU-management         Grade IVa: single organ dysfunction (including dialysis)         Grade IVb: multi organ dysfunction                Grade V: Death ",,,,,,y,,,,,
day_readmission,surgical_complications,,yesno,30 day readmission ,,,,,,,,,,,,,
day_readmission_90,surgical_complications,,yesno,90 day readmission ,,,,,,,,,,,,,
day_mortailty,surgical_complications,,yesno,30 day mortality ,,,,,,,,,,,,,
day_mortality_90,surgical_complications,,yesno,90 day mortality ,,,,,,,,,,,,,
adjuvant_chemother_1,adjuvant_therapy,,dropdown,Adjuvant Chemotherapy ,"1, Yes | 0, No | 2, Recommended but no follow up available",,,,,,,y,,,,,
time_to_adjuvant_therapy,adjuvant_therapy,,text,Time to Adjuvant Chemotherapy,,Time from surgery to the initiation of adjuvant therapy (days),,,,,[adjuvant_chemother_1] = '1',y,,,,,
was_adjuvant_therapy_delay,adjuvant_therapy,,yesno,Was adjuvant therapy delayed due to surgical complications?,,,,,,,[adjuvant_chemother_1] = '1',y,,,,,
adjuvant_chemother,adjuvant_therapy,,notes,Adjuvant Chemotherapy Agent ,,,,,,,,y,,,,,
type_of_adjuvant,adjuvant_therapy,,dropdown,Type of Adjuvant Chemotherapy ,"1, 5-FU based | 2, Gem-based | 3, Other",,,,,,,y,,,,,
start_date_of_adjuvant,adjuvant_therapy,,text,Start Date of Adjuvant,,,date_mdy,,,,,,,,,,
end_date_of_adjuvant,adjuvant_therapy,,text,End Date of Adjuvant,,,date_mdy,,,,,,,,,,
duration_of_adjuvant_thera,adjuvant_therapy,,calc,Duration of adjuvant therapy,"datediff([start_date_of_adjuvant],[end_date_of_adjuvant],""d"",""mdy"",true)",Days,,,,,,,,,,,
st_line_therapy,adjuvant_therapy,,yesno,1st line therapy ,,,,,,,,y,,,,, @HIDDEN
adjuvant_radiation,adjuvant_therapy,,yesno,Adjuvant Radiation,,,,,,,,,,,,,
start_date_adjuvant_rt,adjuvant_therapy,,text,Start Date of Adjuvant Radiation,,,,,,,,,,,,,
end_date_adjuvant_rt,adjuvant_therapy,,text,End Date of Adjuvant Radiation,,,,,,,,,,,,,
type_of_adjuvant_rt,adjuvant_therapy,,dropdown,Type of Radiation,"1, SBRT alone | 2, Standard radiation alone | 3, SBRT w/ chemotherapy | 4, Standard radiation w/ chemotherapy",,,,,,,,,,,,
dose_adjuvant_radiation,adjuvant_therapy,,text,Total dose of Adjuvant Radiation,,,,,,,,,,,,,
immunotherapy,adjuvant_therapy,,yesno,Immunotherapy used,,,,,,,,,,,,,
reason_immunotherapy,adjuvant_therapy,,dropdown,Indication of starting immunotherapy,"1, Part of a trial | 2, Recurrence/Disease progression",,,,,,,,,,,,
immuno_addchemo,adjuvant_therapy,,yesno,Was immunotherapy given in combination with chemotherapy?,,,,,,,,,,,,,
details_immunotherapy,adjuvant_therapy,,text,Agent detail of immunotherapy (and chemotherapy),,,,,,,,,,,,,
start_immunotherapy,adjuvant_therapy,,text,Start date of immunotherapy,,,date_mdy,,,,,,,,,,
end_immunotherapy,adjuvant_therapy,,text,End date (last date) of immunotherapy,,,date_mdy,,,,,,,,,,
stopreason_immunotherapy,adjuvant_therapy,,dropdown,Reason for stopping therapy,"1, Adverse effects of immunotherapy | 2, Progression of disease | 3, Others | 4, None",,,,,,,,,,,,
ae_immunotherapy,adjuvant_therapy,,checkbox,Adverse effects of Immunotherapy,"1, Fatigue | 2, Generalized myalgia | 3, Arthlagia | 4, Back pain | 5, Abdominal pain | 6, Nausea/vomiting | 7, Diarrhea | 8, Constipation | 9, alopecia | 10, Rash | 11, Stomatitis | 12, Cough/dyspnea | 13, Fever | 14, Peripheral neuropathy | 15, Other",,,,,,,,,,,,
grade_ae_immuno,adjuvant_therapy,,dropdown,Grade of adverse effects,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,,,,,
ca19_9_immuno1,adjuvant_therapy,,text,CA 19-9 (1),,,,,,,,,,,,,
ca19_9_immuno1_date,adjuvant_therapy,,text,CA 19-9 level on this date (1),,,date_mdy,,,,,,,,,,
ca19_9_immuno2,adjuvant_therapy,,text,CA 19-9 (2),,,,,,,,,,,,,
ca19_9_immuno2_date,adjuvant_therapy,,text,CA 19-9 level on this date (2),,,date_mdy,,,,,,,,,,
ca19_9_immuno3,adjuvant_therapy,,text,CA 19-9 (3),,,,,,,,,,,,,
ca19_9_immuno3_date,adjuvant_therapy,,text,CA 19-9 level on this date (3),,,date_mdy,,,,,,,,,,
immuno_size1,adjuvant_therapy,,text,"Imaging: diameter of the pancreatic lesion before the start of immunotherapy (mm)
",,,,,,,,,,,,,
immuno_size2,adjuvant_therapy,,text,Imaging: The sum of diameter of metastatic lesion/s before starting immunotherapy (maximum 5/organ; minimum size for inclusion: 10mm). Please mention as Amm + Bmm+ Cmm,,,,,,,,,,,,,
immuno_size3,adjuvant_therapy,,text,"Imaging: The sum of the short axis of malignant lymph nodes before the start of immunotherapy (minimum size: 15 mm). Please mention as Amm + Bmm etc.
",,,,,,,,,,,,,
immuno_size4,adjuvant_therapy,,text,Imaging: diameter of the pancreatic lesion at the maximal response after the start of immunotherapy (mm),,,,,,,,,,,,,
immuno_size5,adjuvant_therapy,,text,Imaging: The sum of diameter of metastatic lesion/s at maximal response after starting immunotherapy (maximum 5/organ; minimum size for inclusion: 10mm). Please mention as Amm + Bmm+ Cmm,,,,,,,,,,,,,
immuno_size6,adjuvant_therapy,,text,Imaging: The sum of the short axis of malignant lymph nodes at the maximal response after the start of immunotherapy (minimum size: 15 mm). Please mention as Amm + Bmm etc.,,,,,,,,,,,,,
immuno_response,adjuvant_therapy,,dropdown,imRECIST response,"1, Complete response | 2, Partial response | 3, Stable disease | 4, Progressive disease",,,,,,,,,,,,
progress_date_immuno,adjuvant_therapy,,text,Date of disease progression detected on immunotherapy,,,date_mdy,,,,,,,,,,
last_update,adjuvant_therapy,,text,Last date of update,,,date_mdy,,,,,y,,,,,
clinical_trial,neoadjuvant_therapy,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 99.7175%; height: 33px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 23.4751%; height: 20px;"">Vaccine study patient       </td> <td style=""width: 32.9786%; height: 20px;"">{vaccine_study_patient}</td> <td style=""width: 42.5252%; height: 33px; text-align: left; vertical-align: top;"" rowspan=""2"">Regimen for Neoadjuvant   {regimen}</td> </tr> <tr style=""height: 13px;""> <td style=""width: 23.4751%; height: 13px; text-align: left;"">Clinical Trial Number (J****/IRB****)  </td> <td style=""width: 32.9786%; height: 13px; text-align: left; vertical-align: top;"">{clinical_trial_name_number}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
vaccine_study_patient,neoadjuvant_therapy,,yesno,"Vaccine study patient
",,,,,,,,y,RH,,,,
regimen,neoadjuvant_therapy,,radio,Regimen for Neoadjuvant therapy,"1, Clinical Trial | 2, Standard Care | 3, Other {other_regimen}",,,,,,,,,,,,
other_regimen,neoadjuvant_therapy,,text,Please specify-,,,,,,,,,,,,,
clinical_trial_name_number,neoadjuvant_therapy,,text,"Clinical Trial Number (J****/IRB****)
",,,,,,,,,,,,,
neoadj,neoadjuvant_therapy,,descriptive,"<div class=""rich-text-field-label""><table style=""width: 97.8771%; height: 136px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">Neoadjuvant</td> <td style=""width: 39.3767%; height: 17px; text-align: left; padding-left: 40px;"">Chemotherapy</td> <td style=""width: 42.6332%; height: 17px; padding-left: 40px;"">Radiotherapy</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">Yes or No?</td> <td style=""width: 39.3767%; height: 17px;"">{neoadjuvant_chemo}</td> <td style=""width: 42.6332%; height: 17px;"">{neoadjuvant_radiation}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">First agent</td> <td style=""width: 39.3767%; height: 17px;"">{neoadjuvant_chemotherapy_a}</td> <td style=""width: 42.6332%; height: 17px;"">Type  {type_of_radiation}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">Start date</td> <td style=""width: 39.3767%; height: 17px;"">{start_date}</td> <td style=""width: 42.6332%; height: 17px;"">{start_date_neo_rt}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">End date</td> <td style=""width: 39.3767%; height: 17px;"">{end_date}</td> <td style=""width: 42.6332%; height: 17px;"">{end_date_neo_rt}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;""># of doses</td> <td style=""width: 39.3767%; height: 17px;"">{dose_neo_chemo_1st}</td> <td style=""width: 42.6332%; height: 17px;"">Total  {dose_neo_radiation}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 16.5096%; height: 17px;"">Notes</td> <td style=""width: 39.3767%; height: 17px;"">{neoadjuvant_therapy_notes}</td> <td style=""width: 42.6332%; height: 17px;"">{neo_radioaton_note}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
type_of_neoadjuvant_therap,neoadjuvant_therapy,,dropdown,"Type of first neoadjuvant chemotherapy
","1, 5-FU based | 2, Gem-based | 3, Other",,,,,,,,,,,,
neoadjuvant_chemo,neoadjuvant_therapy,,radio,Neoadjuvant Chemotherapy,"1, Yes | 0, No | 2, Unknown - lost to f/u",,,,,,,y,RH,,,,
neoadjuvant_chemotherapy_a,neoadjuvant_therapy,,text,"First neoadjuvant chemotherapy agent
",,,,,,,,,,,,,
dose_neo_chemo_1st,neoadjuvant_therapy,,text,"Number of doses of first neoadjuvant chemotherapy
",,,,,,,,,,,,,
start_date,neoadjuvant_therapy,,text,"Start date of first neoadjuvant chemotherapy
",,,date_mdy,,,,,,,,,,
end_date,neoadjuvant_therapy,,text,"End date of first neoadjuvant chemotherapy
",,,date_mdy,,,,,,,,,,
duration_of_neoadjuvant_ch,neoadjuvant_therapy,,calc,Duration of first neoadjuvant chemotherapy (month),"round(datediff([start_date],[end_date],""M"",""mdy"",true),2)",,,,,,,,,,,,
switch_of_neoadjuvant_ther,neoadjuvant_therapy,,yesno,Switch of neoadjuvant therapy,,,,,,,,,RH,,,,
reason_for_switch2,neoadjuvant_therapy,,checkbox,Reason for switch,"1, Progression | 2, Unable to tolerate therapy | 3, Other",,,,,,,,RH,,,,
reason_switch_other,neoadjuvant_therapy,,text,Specify if other,,,,,,,[reason_for_switch2(3)] = '1',,RH,,,,
nd_neoadjuvant_chemotherap,neoadjuvant_therapy,,text,Second Neoadjuvant Chemotherapy agent,,,,,,,,,,,,,
type_of_neoadjuvant_t2_fc7,neoadjuvant_therapy,,dropdown,Type of Second Neoadjuvant chemotherapy ,"1, 5-FU based | 2, Gem-based | 3, Other",,,,,,[switch_of_neoadjuvant_ther] = '1',,,,,,
dose_neo_chemo_2nd,neoadjuvant_therapy,,text,"Number of doses of Second Neoadjuvant chemotherapy
",,,,,,,,,,,,,
start_date2_cc0,neoadjuvant_therapy,,text,Start date of second neoadjuvant therapy,,,date_mdy,,,,,,,,,,
end_date2,neoadjuvant_therapy,,text,End date of second neoadjuvant therapy,,,date_mdy,,,,,,,,,,
duration_of_neoadjuva2_e5d,neoadjuvant_therapy,,calc,Duration of second neoadjuvant chemotherapy (month),"round(datediff([start_date2_cc0],[end_date2],""M"",""mdy"",true), 2)",,,,,,[start_date2_cc0] <> '' and [end_date2] <> '',,,,,,
neoadjuvant_radiation,neoadjuvant_therapy,,yesno,Neoadjuvant radiation ,,,,,,,,y,RH,,,,
start_date_neo_rt,neoadjuvant_therapy,,text,Start Date of Neo-adjuvant Radiation,,,date_mdy,,,,,,,,,,
end_date_neo_rt,neoadjuvant_therapy,,text,End Date of Neo-adjuvant Radiation,,,date_mdy,,,,,,,,,,
type_of_radiation,neoadjuvant_therapy,,dropdown,Type of radiation ,"1, SBRT alone | 2, Standard radiation alone | 3, SBRT w/ chemotherapy | 4, Standard radiation w/ chemotherapy | 5, Other",,,,,,,,,,,,
other_rt,neoadjuvant_therapy,,text,"If other type of radiation, please specify",,,,,,,[type_of_radiation] = '5',,,,,,
dose_neo_radiation,neoadjuvant_therapy,,text,Total dose of Neoadjuvant Radiation,,,,,,,,,,,,,
neo_radioaton_note,neoadjuvant_therapy,,notes,Neoadjuvant Radiation notes,,,,,,,,,,,,,
neoadjuvant_therapy_notes,neoadjuvant_therapy,,notes,Neoadjuvant Therapy Notes,,,,,,,,,,,,,
stage_4_patient,stage_4_treatment,,yesno,Stage 4 Patient,,,,,,,,y,,,,,
stage4_biopsy_date,stage_4_treatment,,text,Diagnostic Biopsy Date,,,date_mdy,,,,,,,,,,
stage4_path,stage_4_treatment,,dropdown,Cytopathology,"1, Ductal Adenocarcinoma (PDAC) | 2, Pancreatic Neuroendocrine Tumor (PNET) | 3, Acinar Cell Carcinoma | 4, Adenosquamous carcinoma | 5, Cholangiocarcinoma",,,,,,,,,,,,
first_visit,stage_4_treatment,,text,First Visit to JHH,,,date_mdy,,,,,,,,,,
ct_1st_date,stage_4_treatment,,text,First CT Scan date,,,date_mdy,,,,,,,,,,
primary_tumor_locataion,stage_4_treatment,,dropdown,Primary Tumor Location (1st CT scan),"1, head | 2, neck | 3, body | 4, tail | 5, other | 6, uncinate | 7, diffuse or multi-focal",From imaging,,,,,,y,,,,,
primary_tumor_size,stage_4_treatment,,text,Primary Tumor Size (1st CT scan),,"From imaging, cm",,,,,,,,,,,
ct_2nd_date,stage_4_treatment,,text,Second CT Scan date,,,date_mdy,,,,,,,,,,
tumor_size_2,stage_4_treatment,,text,Primary Tumor Size (2nd CT scan),,cm,,,,,,,,,,,
ct_3rd_date,stage_4_treatment,,text,Third CT Scan date,,,date_mdy,,,,,,,,,,
tumor_size_3,stage_4_treatment,,text,Primary Tumor Size (3rd CT scan),,cm,,,,,,,,,,,
new_mets_2,stage_4_treatment,,yesno,New Metastasis (second re-evaluation),,,,,,,,,,,,,
baseline_mets_location,stage_4_treatment,,notes,Baseline Mets (location),,,,,,,,,,,,,
stage4_new_mets,stage_4_treatment,,yesno,New Metastasis,,,,,,,,,,,,,
new_met_location,stage_4_treatment,,dropdown,New Metastasis Location,"1, Local | 2, Liver | 3, Lung | 4, Bone | 5, Lymph Nodes",,,,,,,,,,,,
ca199_1st,stage_4_treatment,,text,"CA 19-9 at 1st line treatment
",,,,,,,,,,,,,
ca199_1st_date,stage_4_treatment,,text,"Date of CA 19-9 at 1st line treatment
",,,,,,,,,,,,,
st_line_agent,stage_4_treatment,,text,1st Line Agent,,,,,,,,,,,,,
st_line_treatment_cycles_o,stage_4_treatment,,text,1st Line Treatment Cycles or Doses,,As reported by medical oncologist,,,,,,,,,,,
st_line_start_date,stage_4_treatment,,text,1st Line Start Date,,,date_mdy,,,,,,,,,,
st_line_end_date,stage_4_treatment,,text,1st Line End Date,,,date_mdy,,,,,,,,,,
st_line_radiographic_respo,stage_4_treatment,,dropdown,1st Line Radiographic Response,"1, CR | 2, PR | 3, SD | 4, PD",,,,,,,,,,,,
ca199_2nd,stage_4_treatment,,text,"CA 19-9 at 2nd line treatment
",,,,,,,,,,,,,
ca199_2nd_date,stage_4_treatment,,text,"Date of CA 19-9 at 2nd line treatment
",,,date_mdy,,,,,,,,,,
nd_line_agent,stage_4_treatment,,text,2nd Line Agent,,,,,,,,,,,,,
nd_line_treatment_cycles_o,stage_4_treatment,,text,2nd Line Treatment Cycles or Doses,,As stated by medical oncologist,,,,,,,,,,,
nd_line_start_date,stage_4_treatment,,text,2nd Line Start Date,,,date_mdy,,,,,,,,,,
nd_line_end_date,stage_4_treatment,,text,2nd Line End Date,,,date_mdy,,,,,,,,,,
st_line_radiographic_respo_2,stage_4_treatment,,dropdown,2nd Line Radiographic Response,"1, CR | 2, PR | 3, SD | 4, PD",,,,,,,,,,,,
ca199_3rd,stage_4_treatment,,text,"CA 19-9 at 3rd line treatment
",,,,,,,,,,,,,
